"Date/Time (PST)","Battery Voltage  (v) ","Precipitation  ("") ","Relative Humidity  (%) ","Total Snow Depth  ("") ","24 Hour Snow  ("") ","Temperature  (deg F) ","Soil Moisture A  (VWC) ","Soil Moisture B  (VWC) ","Soil Moisture C  (VWC) ","Soil Temperature A  (deg F) ","Soil Temperature B  (deg F) ","Soil Temperature C  (deg F) "
"2022-12-22 15:00:00",13.14,0,87.7,80.2,-0.437,5.495,0.471,0.444,0.458,0.688,0.804,0.804
"2022-12-22 14:00:00",13.14,0,86.6,80.1,-0.504,5.097,0.471,0.444,0.458,0.689,0.805,0.805
"2022-12-22 13:00:00",13.16,0,86.1,79.92,-0.504,3.246,0.471,0.444,0.458,0.692,0.815,0.815
"2022-12-22 12:00:00",13.24,0,85.4,80.1,-0.511,0.589,0.471,0.444,0.458,0.69,0.816,0.816
"2022-12-22 11:00:00",13.43,0,84.7,80.4,-0.378,-0.636,0.471,0.444,0.458,0.694,0.82,0.82
"2022-12-22 10:00:00",13.47,0,84,80.6,15.91,-2.316,0.471,0.444,0.458,0.695,0.82,0.82
"2022-12-22 09:00:00",13.14,0,83.8,80.6,16.24,-3.385,0.471,0.444,0.458,0.7,0.825,0.825
"2022-12-22 08:00:00",13.14,0,83.2,80.7,16.24,-4.003,0.471,0.444,0.458,0.7,0.826,0.826
"2022-12-22 07:00:00",13.14,0,83.4,81,16.44,-3.831,0.471,0.444,0.458,0.698,0.826,0.826
"2022-12-22 06:00:00",13.14,0,83.6,81,15.37,-3.177,0.471,0.444,0.458,0.695,0.823,0.823
"2022-12-22 05:00:00",13.14,0,83.8,81.3,16.31,-2.638,0.471,0.444,0.458,0.695,0.824,0.824
"2022-12-22 04:00:00",13.14,0,84.4,81.2,16.71,-2.22,0.471,0.444,0.458,0.695,0.824,0.824
"2022-12-22 03:00:00",13.14,0,84.4,82.1,16.84,-1.085,0.471,0.444,0.458,0.695,0.826,0.826
"2022-12-22 02:00:00",13.14,0,84.9,82.1,16.91,-0.907,0.471,0.445,0.458,0.694,0.824,0.824
"2022-12-22 01:00:00",13.14,0,85.2,82.5,16.98,-0.178,0.471,0.445,0.458,0.689,0.817,0.817
"2022-12-22 00:00:00",13.14,0,85.6,82.6,15.74,1.159,0.471,0.445,0.458,0.696,0.815,0.815
"2022-12-21 23:00:00",13.14,0,86.2,82.8,16.72,2.895,0.471,0.445,0.459,0.694,0.81,0.81
"2022-12-21 22:00:00",13.14,0,87.1,82.8,16.31,4.793,0.471,0.445,0.459,0.688,0.805,0.805
"2022-12-21 21:00:00",13.15,0,88,82.4,15.92,6.646,0.471,0.445,0.459,0.688,0.814,0.814
"2022-12-21 20:00:00",13.15,0,89.1,81.1,15.78,9.21,0.471,0.445,0.459,0.688,0.814,0.814
"2022-12-21 19:00:00",13.15,0,90.9,79.49,15.92,10.89,0.471,0.445,0.459,0.688,0.814,0.814
"2022-12-21 18:00:00",13.15,0,90.2,81.4,15.68,10.41,0.471,0.445,0.459,0.685,0.81,0.81
"2022-12-21 17:00:00",13.15,0,90.7,81.6,15.38,11.45,0.471,0.445,0.459,0.682,0.808,0.808
"2022-12-21 16:00:00",13.15,0,91.7,79.12,15.92,13.5,0.471,0.445,0.459,0.684,0.808,0.808
"2022-12-21 15:00:00",13.15,0,91.8,82,16.06,14.24,0.471,0.445,0.459,0.691,0.808,0.808
"2022-12-21 14:00:00",13.15,0,90.8,81.3,15.99,13.26,0.472,0.445,0.459,0.686,0.808,0.808
"2022-12-21 13:00:00",13.15,0.04,91.7,82,16.19,13.78,0.472,0.445,0.459,0.69,0.808,0.808
"2022-12-21 12:00:00",13.15,0.06,91.6,82.2,16.19,13.98,0.472,0.445,0.459,0.688,0.808,0.808
"2022-12-21 11:00:00",13.15,0.06,91.9,82.3,16.39,13.52,0.472,0.445,0.459,0.685,0.808,0.808
"2022-12-21 10:00:00",13.15,0.03,91.2,82.7,16.45,12.19,0.472,0.445,0.459,0.685,0.811,0.811
"2022-12-21 09:00:00",13.15,0.02,90.8,83.1,16.59,11.13,0.472,0.445,0.459,0.688,0.814,0.814
"2022-12-21 08:00:00",13.15,0.01,90.5,83.5,16.72,10.6,0.472,0.445,0.459,0.688,0.814,0.814
"2022-12-21 07:00:00",13.15,0.01,90.5,83.6,16.72,10.59,0.472,0.445,0.459,0.688,0.814,0.814
"2022-12-21 06:00:00",13.15,0,90.5,83.8,16.79,10.52,0.472,0.445,0.459,0.688,0.814,0.814
"2022-12-21 05:00:00",13.15,0.01,90.5,83.9,16.79,10.73,0.472,0.445,0.459,0.689,0.815,0.815
"2022-12-21 04:00:00",13.15,0,90.5,84.2,16.85,10.84,0.472,0.445,0.46,0.689,0.814,0.814
"2022-12-21 03:00:00",13.15,0,90.8,84.3,16.99,11.21,0.472,0.445,0.46,0.689,0.812,0.812
"2022-12-21 02:00:00",13.15,0,90.8,84.5,17.06,11.66,0.472,0.445,0.46,0.69,0.809,0.809
"2022-12-21 01:00:00",13.15,0,91.3,84.6,17.06,12.55,0.472,0.445,0.46,0.691,0.809,0.809
"2022-12-21 00:00:00",13.15,0,92.1,84.9,17.19,13.43,0.472,0.445,0.46,0.692,0.809,0.809
"2022-12-20 23:00:00",13.15,0,91.9,85.2,17.26,13.58,0.472,0.445,0.46,0.692,0.81,0.81
"2022-12-20 22:00:00",13.15,0,91.8,85.3,17.4,13.5,0.472,0.445,0.46,0.692,0.813,0.813
"2022-12-20 21:00:00",13.15,0.01,92.3,85.5,17.47,14.67,0.472,0.445,0.46,0.687,0.813,0.813
"2022-12-20 20:00:00",13.15,0.03,93.2,85.8,17.53,17.04,0.472,0.445,0.46,0.683,0.809,0.809
"2022-12-20 19:00:00",13.15,0.06,95.2,86,17.53,19.75,0.472,0.445,0.46,0.685,0.803,0.803
"2022-12-20 18:00:00",13.16,0.06,96.1,86.2,17.67,21.66,0.472,0.445,0.46,0.685,0.801,0.801
"2022-12-20 17:00:00",13.16,0.09,97.2,86.6,17.74,24.09,0.472,0.446,0.46,0.685,0.802,0.802
"2022-12-20 16:00:00",13.16,0.11,98.6,86.2,17.14,25.97,0.472,0.446,0.46,0.682,0.802,0.802
"2022-12-20 15:00:00",13.16,0.13,99.1,86.3,17.48,27.03,0.472,0.446,0.46,0.682,0.807,0.807
"2022-12-20 14:00:00",13.16,0.12,99.3,85.3,46.2,27.09,0.472,0.446,0.46,0.681,0.807,0.807
"2022-12-20 13:00:00",13.16,0.13,99.2,82,30.4,26.77,0.472,0.446,0.46,0.684,0.809,0.809
"2022-12-20 12:00:00",13.16,0.11,99.1,82.9,14.33,26.71,0.472,0.446,0.46,0.685,0.809,0.809
"2022-12-20 11:00:00",13.16,0.12,98.9,81.7,12.32,26.45,0.472,0.446,0.46,0.685,0.809,0.809
"2022-12-20 10:00:00",13.16,0.1,98.8,79.28,10.55,26.14,0.472,0.446,0.46,0.685,0.808,0.808
"2022-12-20 09:00:00",13.16,0.1,98.5,78.59,9.97,25.48,0.472,0.446,0.46,0.685,0.807,0.807
"2022-12-20 08:00:00",13.16,0.08,98.3,77.55,7.933,25.29,0.472,0.446,0.46,0.685,0.808,0.808
"2022-12-20 07:00:00",13.16,0.05,98.1,76.3,7.093,24.78,0.472,0.446,0.46,0.685,0.805,0.805
"2022-12-20 06:00:00",13.16,0.05,97.8,76.3,6.553,23.73,0.472,0.446,0.46,0.686,0.806,0.806
"2022-12-20 05:00:00",13.16,0,97.1,74.86,4.912,22.94,0.473,0.446,0.461,0.686,0.806,0.806
"2022-12-20 04:00:00",13.16,0.02,97,193.8,46.2,23.34,0.473,0.446,0.461,0.685,0.809,0.809
"2022-12-20 03:00:00",13.16,0.04,97.6,76,5.084,24.24,0.473,0.446,0.461,0.685,0.809,0.809
"2022-12-20 02:00:00",13.16,0.04,97.6,76.24,46.2,24.11,0.473,0.446,0.461,0.685,0.81,0.81
"2022-12-20 01:00:00",13.16,0.08,97.7,75.43,46.2,24.43,0.473,0.446,0.461,0.685,0.81,0.81
"2022-12-20 00:00:00",13.16,0.08,97.8,74.28,3.611,24.42,0.473,0.446,0.461,0.685,0.811,0.811
"2022-12-19 23:00:00",13.16,0.06,97.6,312.9,46.2,23.74,0.473,0.446,0.461,0.687,0.808,0.808
"2022-12-19 22:00:00",13.15,0.06,97.1,312.7,46.2,22.69,0.473,0.446,0.461,0.688,0.81,0.81
"2022-12-19 21:00:00",13.15,0.02,95.8,70.7,46.2,20.4,0.473,0.446,0.461,0.695,0.819,0.819
"2022-12-19 20:00:00",13.15,0.02,95.4,70.64,0.86,18.71,0.473,0.446,0.461,0.698,0.822,0.822
"2022-12-19 19:00:00",13.15,0.02,93.8,70.13,-0.145,17.19,0.473,0.446,0.461,0.7,0.822,0.822
"2022-12-19 18:00:00",13.15,0.03,93.6,72.44,0.257,17.2,0.473,0.446,0.461,0.7,0.822,0.822
"2022-12-19 17:00:00",13.15,0.02,93.9,72.18,-0.949,17.56,0.473,0.446,0.461,0.7,0.822,0.822
"2022-12-19 16:00:00",13.15,0.01,94,70.1,-0.346,17.9,0.473,0.446,0.461,0.698,0.822,0.822
"2022-12-19 15:00:00",13.15,0.02,94.2,71.57,-0.346,18.45,0.473,0.446,0.461,0.697,0.822,0.822
"2022-12-19 14:00:00",13.15,0,94.1,70.37,5.815,18.26,0.473,0.446,0.461,0.699,0.822,0.822
"2022-12-19 13:00:00",13.15,0.01,93.9,70.77,6.016,17.81,0.473,0.446,0.461,0.699,0.823,0.823
"2022-12-19 12:00:00",13.15,0.01,93.9,70.23,5.949,17.35,0.473,0.446,0.461,0.703,0.822,0.822
"2022-12-19 11:00:00",13.15,0.02,93.1,69.43,5.748,16.27,0.473,0.446,0.461,0.705,0.823,0.823
"2022-12-19 10:00:00",13.15,0.01,92.9,69.12,5.747,15.4,0.473,0.446,0.461,0.71,0.827,0.827
"2022-12-19 09:00:00",13.15,0,92.6,70.95,46.2,14.69,0.473,0.446,0.461,0.708,0.828,0.828
"2022-12-19 08:00:00",13.15,0,92.2,69.2,46.2,13.93,0.473,0.446,0.462,0.709,0.828,0.828
"2022-12-19 07:00:00",13.15,0,92,71.57,6.144,13.77,0.473,0.446,0.462,0.709,0.828,0.828
"2022-12-19 06:00:00",13.15,0,92,71.71,6.279,13.77,0.473,0.446,0.462,0.711,0.828,0.828
"2022-12-19 05:00:00",13.15,0,92.1,70.2,46.2,13.98,0.473,0.446,0.462,0.709,0.828,0.828
"2022-12-19 04:00:00",13.15,0,92.2,71.58,46.2,14.02,0.473,0.447,0.462,0.711,0.827,0.827
"2022-12-19 03:00:00",13.15,0,92.4,70.43,46.2,14.6,0.473,0.447,0.462,0.711,0.827,0.827
"2022-12-19 02:00:00",13.15,0,92.3,70.29,46.2,14.61,0.473,0.447,0.462,0.71,0.828,0.828
"2022-12-19 01:00:00",13.15,0.01,92.7,69.22,46.2,15.14,0.473,0.447,0.462,0.711,0.827,0.827
"2022-12-19 00:00:00",13.15,0,92.8,69.2,46.2,15.25,0.473,0.447,0.462,0.709,0.826,0.826
"2022-12-18 23:00:00",13.15,0.01,92.9,329.3,46.2,15.48,0.473,0.447,0.462,0.708,0.825,0.825
"2022-12-18 22:00:00",13.15,0,93.1,71.1,46.2,15.69,0.473,0.447,0.462,0.706,0.824,0.824
"2022-12-18 21:00:00",13.15,0.01,93.2,71.44,46.2,15.85,0.473,0.447,0.462,0.706,0.827,0.827
"2022-12-18 20:00:00",13.15,0.01,93.2,70.47,46.2,16.46,0.473,0.447,0.462,0.705,0.831,0.831
"2022-12-18 19:00:00",13.15,0.04,94.1,329.3,46.2,17.65,0.473,0.447,0.462,0.705,0.831,0.831
"2022-12-18 18:00:00",13.15,0.05,94.7,69.1,46.2,18.54,0.473,0.447,0.462,0.704,0.83,0.83
"2022-12-18 17:00:00",13.15,0.05,95,68.33,24.1,18.88,0.474,0.447,0.463,0.704,0.831,0.831
"2022-12-18 16:00:00",13.15,0.02,94.8,67.69,0.927,18.55,0.474,0.447,0.463,0.701,0.827,0.827
"2022-12-18 15:00:00",13.15,0.04,94.6,66.28,46.2,18.85,0.474,0.447,0.463,0.697,0.823,0.823
"2022-12-18 14:00:00",13.15,0.04,95.1,65.85,-0.413,19.83,0.474,0.447,0.463,0.695,0.823,0.823
"2022-12-18 13:00:00",13.15,0.01,95.5,62.73,-0.346,19.96,0.474,0.447,0.463,0.695,0.823,0.823
"2022-12-18 12:00:00",13.15,0.01,95.2,65.41,-0.413,19.96,0.474,0.447,0.463,0.695,0.822,0.822
"2022-12-18 11:00:00",13.15,0,95.9,64.81,-0.346,20.12,0.474,0.447,0.463,0.698,0.824,0.824
"2022-12-18 10:00:00",13.15,0,95.2,65.11,-0.346,19.76,0.474,0.447,0.463,0.699,0.825,0.825
"2022-12-18 09:00:00",13.15,0,95.8,64.14,-0.346,20.01,0.474,0.447,0.463,0.701,0.826,0.826
"2022-12-18 08:00:00",13.15,0,95.4,65.18,-0.279,19.77,0.474,0.447,0.463,0.7,0.826,0.826
"2022-12-18 07:00:00",13.15,0,95.3,64.88,-0.279,19.76,0.474,0.447,0.463,0.7,0.825,0.825
"2022-12-18 06:00:00",13.15,0,95.4,65.21,-0.346,20.01,0.474,0.447,0.463,0.7,0.826,0.826
"2022-12-18 05:00:00",13.15,0,95.8,65.04,-0.346,20.47,0.474,0.447,0.463,0.699,0.825,0.825
"2022-12-18 04:00:00",13.15,0,95.7,65.28,-0.346,20.49,0.474,0.447,0.463,0.699,0.825,0.825
"2022-12-18 03:00:00",13.15,0,96,65.81,-0.346,20.63,0.474,0.447,0.463,0.697,0.823,0.823
"2022-12-18 02:00:00",13.15,0,96.4,65.81,-0.346,20.97,0.474,0.447,0.463,0.697,0.822,0.822
"2022-12-18 01:00:00",13.15,0,96.2,65.88,-0.346,21.11,0.474,0.447,0.463,0.699,0.823,0.823
"2022-12-18 00:00:00",13.15,0,96.5,65.81,-0.346,21.04,0.474,0.447,0.463,0.697,0.822,0.822
"2022-12-17 23:00:00",13.15,0,96.6,65.85,-0.346,21.23,0.474,0.447,0.463,0.698,0.824,0.824
"2022-12-17 22:00:00",13.15,0,96.1,65.98,-0.346,20.93,0.474,0.447,0.463,0.699,0.823,0.823
"2022-12-17 21:00:00",13.15,0,96.5,65.88,-0.346,21.12,0.474,0.447,0.463,0.701,0.822,0.822
"2022-12-17 20:00:00",13.15,0,96.6,65.91,-0.346,21.12,0.474,0.447,0.463,0.703,0.825,0.825
"2022-12-17 19:00:00",13.15,0,97,65.91,-0.346,21.56,0.474,0.447,0.463,0.704,0.825,0.825
"2022-12-17 18:00:00",13.15,0,97.7,65.75,-0.279,21.88,0.474,0.447,0.464,0.703,0.823,0.823
"2022-12-17 17:00:00",13.16,0,97.6,65.82,-0.344,21.12,0.474,0.447,0.464,0.705,0.825,0.825
"2022-12-17 16:00:00",13.15,0,98.5,65.95,-0.34,21.71,0.474,0.447,0.464,0.704,0.828,0.828
"2022-12-17 15:00:00",13.16,0,93.5,65.7,-0.464,23.4,0.474,0.447,0.464,0.695,0.825,0.825
"2022-12-17 14:00:00",13.16,0,81,63.83,-0.397,27.12,0.474,0.447,0.464,0.692,0.819,0.819
"2022-12-17 13:00:00",13.16,0,82.6,64.75,-0.333,26.23,0.474,0.447,0.464,0.704,0.831,0.831
"2022-12-17 12:00:00",13.16,0,82.8,65.8,-0.337,25.8,0.474,0.447,0.464,0.705,0.831,0.831
"2022-12-17 11:00:00",13.16,0,80.8,66.25,-0.34,25.4,0.474,0.447,0.464,0.705,0.834,0.834
"2022-12-17 10:00:00",13.16,0,82,66.15,-0.346,24.46,0.474,0.447,0.464,0.707,0.837,0.837
"2022-12-17 09:00:00",13.16,0,83.9,66.38,-0.279,23.76,0.474,0.447,0.464,0.703,0.834,0.834
"2022-12-17 08:00:00",13.16,0,83.3,66.45,-0.346,23.99,0.474,0.447,0.464,0.706,0.839,0.839
"2022-12-17 07:00:00",13.16,0,82.8,66.69,-0.346,24.49,0.474,0.447,0.464,0.705,0.839,0.839
"2022-12-17 06:00:00",13.16,0,80.8,66.79,-0.279,25.25,0.474,0.447,0.464,0.705,0.839,0.839
"2022-12-17 05:00:00",13.16,0,78.66,66.8,-0.277,25.92,0.474,0.447,0.464,0.706,0.84,0.84
"2022-12-17 04:00:00",13.16,0,75.67,66.84,-0.275,26.67,0.474,0.448,0.464,0.705,0.839,0.839
"2022-12-17 03:00:00",13.16,0,70.61,66.82,-0.137,27.52,0.475,0.448,0.464,0.705,0.839,0.839
"2022-12-17 02:00:00",13.16,0,73.05,67.07,-0.303,27.5,0.475,0.448,0.464,0.705,0.838,0.838
"2022-12-17 01:00:00",13.16,0,65.41,67.36,-0.265,29.16,0.475,0.448,0.464,0.705,0.837,0.837
"2022-12-17 00:00:00",13.16,0,59.07,67.34,-0.263,30.35,0.475,0.448,0.464,0.703,0.836,0.836
"2022-12-16 23:00:00",13.16,0,69.89,67.01,-0.33,29.72,0.475,0.448,0.464,0.7,0.833,0.833
"2022-12-16 22:00:00",13.16,0,68.15,67.44,-0.263,30.01,0.475,0.448,0.464,0.7,0.832,0.832
"2022-12-16 21:00:00",13.16,0,72.71,67.44,-0.33,30.35,0.475,0.448,0.464,0.699,0.832,0.832
"2022-12-16 20:00:00",13.16,0,72.73,67.38,-0.263,30.86,0.475,0.448,0.464,0.699,0.831,0.831
"2022-12-16 19:00:00",13.16,0,73.74,67.08,-0.263,31.45,0.475,0.448,0.464,0.701,0.829,0.829
"2022-12-16 18:00:00",13.16,0,63.92,67.11,-0.397,32.64,0.475,0.448,0.464,0.699,0.826,0.826
"2022-12-16 17:00:00",13.16,0,71.69,67,-0.259,32.76,0.475,0.448,0.464,0.702,0.823,0.823
"2022-12-16 16:00:00",13.17,0,66.96,66.03,-0.381,37.51,0.475,0.448,0.464,0.683,0.818,0.818
"2022-12-16 15:00:00",13.17,0,46.8,63.55,-0.715,40.23,0.475,0.448,0.464,0.683,0.818,0.818
"2022-12-16 14:00:00",13.16,0,51.73,63.65,-0.247,40.95,0.475,0.448,0.465,0.687,0.823,0.823
"2022-12-16 13:00:00",13.16,0,60.25,65.09,-0.253,37.97,0.475,0.448,0.465,0.701,0.829,0.829
"2022-12-16 12:00:00",13.17,0,55.46,67.08,-0.39,37.41,0.475,0.448,0.465,0.703,0.829,0.829
"2022-12-16 11:00:00",13.16,0,52.64,67.41,-0.33,35.57,0.475,0.448,0.465,0.706,0.837,0.837
"2022-12-16 10:00:00",13.16,0,63.39,67.31,-0.397,31.5,0.475,0.448,0.465,0.7,0.835,0.835
"2022-12-16 09:00:00",13.16,0,65.14,67.28,-0.43,30.07,0.475,0.448,0.465,0.705,0.84,0.84
"2022-12-16 08:00:00",13.16,0,67.37,67.9,-0.265,28.76,0.475,0.448,0.465,0.705,0.84,0.84
"2022-12-16 07:00:00",13.16,0,64.62,67.77,-0.332,29.51,0.475,0.448,0.465,0.705,0.84,0.84
"2022-12-16 06:00:00",13.16,0,63.29,67.57,-0.338,28.97,0.475,0.448,0.465,0.705,0.84,0.84
"2022-12-16 05:00:00",13.16,0,68.61,68.04,-0.209,27.47,0.475,0.448,0.465,0.705,0.84,0.84
"2022-12-16 04:00:00",13.16,0,68.92,68.17,-0.277,26.69,0.475,0.448,0.465,0.705,0.84,0.84
"2022-12-16 03:00:00",13.16,0,66.29,67.92,-0.279,26.92,0.475,0.448,0.465,0.706,0.842,0.842
"2022-12-16 02:00:00",13.16,0,74.76,67.92,-0.279,24.79,0.475,0.449,0.465,0.707,0.842,0.842
"2022-12-16 01:00:00",13.16,0,73.37,67.99,-0.345,25.26,0.475,0.449,0.465,0.707,0.843,0.843
"2022-12-16 00:00:00",13.16,0,74.04,68.63,-0.279,25.01,0.475,0.449,0.465,0.707,0.843,0.843
"2022-12-15 23:00:00",13.16,0,80.1,67.86,-0.279,23.33,0.476,0.449,0.465,0.71,0.845,0.845
"2022-12-15 22:00:00",13.16,0,87.4,68.12,-0.346,21.8,0.476,0.449,0.465,0.709,0.845,0.845
"2022-12-15 21:00:00",13.16,0,89.1,67.89,-0.346,21.89,0.476,0.449,0.465,0.706,0.842,0.842
"2022-12-15 20:00:00",13.16,0,88.2,68.09,-0.279,22.97,0.476,0.449,0.465,0.707,0.841,0.841
"2022-12-15 19:00:00",13.16,0,86.3,68.09,-0.278,24.13,0.476,0.449,0.466,0.706,0.841,0.841
"2022-12-15 18:00:00",13.16,0,81.1,67.77,-0.271,25.83,0.476,0.449,0.466,0.705,0.841,0.841
"2022-12-15 17:00:00",13.16,0,79.38,68.65,-0.263,26.94,0.476,0.449,0.466,0.705,0.842,0.842
"2022-12-15 16:00:00",13.16,0,70.35,68.01,-0.425,28.9,0.476,0.449,0.466,0.703,0.839,0.839
"2022-12-15 15:00:00",13.16,0,54.12,66.79,-0.589,34.2,0.476,0.449,0.466,0.703,0.839,0.839
"2022-12-15 14:00:00",13.16,0,53.85,66.82,-0.388,35.99,0.476,0.449,0.466,0.703,0.832,0.832
"2022-12-15 13:00:00",13.16,0,57.66,66.88,-0.395,33.53,0.476,0.449,0.466,0.703,0.839,0.839
"2022-12-15 12:00:00",13.16,0,55.49,68.18,-0.263,33.12,0.476,0.449,0.466,0.707,0.842,0.842
"2022-12-15 11:00:00",13.16,0,62.63,68.08,-0.397,32.21,0.476,0.449,0.466,0.709,0.844,0.844
"2022-12-15 10:00:00",13.16,0,58.21,68.05,-0.397,31.63,0.476,0.449,0.466,0.71,0.847,0.847
"2022-12-15 09:00:00",13.16,0,56.15,68.75,-0.341,27.97,0.476,0.449,0.466,0.715,0.846,0.846
"2022-12-15 08:00:00",13.16,0,61.44,68.89,-0.279,25.57,0.476,0.449,0.466,0.716,0.847,0.847
"2022-12-15 07:00:00",13.16,0,66.82,69.1,-0.279,24.54,0.476,0.449,0.466,0.715,0.845,0.845
"2022-12-15 06:00:00",13.16,0,61.85,69.44,-0.345,25.54,0.476,0.449,0.466,0.715,0.847,0.847
"2022-12-15 05:00:00",13.16,0,63.73,69.57,-0.278,24.46,0.476,0.449,0.466,0.716,0.849,0.849
"2022-12-15 04:00:00",13.16,0,61.01,68.83,-0.346,24.57,0.476,0.449,0.466,0.716,0.848,0.848
"2022-12-15 03:00:00",13.16,0,69.55,69.23,-0.279,24.79,0.476,0.449,0.466,0.716,0.851,0.851
"2022-12-15 02:00:00",13.16,0,68.62,69.36,-0.346,24.55,0.476,0.449,0.467,0.716,0.851,0.851
"2022-12-15 01:00:00",13.16,0,72.32,69.71,-0.343,25.3,0.477,0.449,0.467,0.715,0.853,0.853
"2022-12-15 00:00:00",13.16,0,67.23,69.51,-0.277,25.82,0.477,0.45,0.467,0.715,0.854,0.854
"2022-12-14 23:00:00",13.16,0,71.33,69.36,-0.341,26.1,0.477,0.45,0.467,0.715,0.855,0.855
"2022-12-14 22:00:00",13.16,0,79.08,69.66,-0.206,25.82,0.477,0.45,0.467,0.716,0.856,0.856
"2022-12-14 21:00:00",13.16,0,79.12,69,-0.244,25.39,0.477,0.45,0.467,0.715,0.856,0.856
"2022-12-14 20:00:00",13.16,0,79.82,69.4,-0.271,26.13,0.477,0.45,0.467,0.717,0.859,0.859
"2022-12-14 19:00:00",13.16,0,87.4,69.68,-0.27,27.14,0.477,0.45,0.467,0.72,0.859,0.859
"2022-12-14 18:00:00",13.16,0,89.7,69.81,-0.265,27.24,0.477,0.45,0.467,0.722,0.859,0.859
"2022-12-14 17:00:00",13.16,0,92.9,69.15,-0.263,27.88,0.477,0.45,0.467,0.717,0.851,0.851
"2022-12-14 16:00:00",13.16,0,92.1,68.84,-0.46,28.79,0.477,0.45,0.467,0.704,0.839,0.839
"2022-12-14 15:00:00",13.16,0,85,66.99,-0.656,32.15,0.477,0.45,0.467,0.704,0.84,0.84
"2022-12-14 14:00:00",13.16,0,84.7,66.21,-0.389,32.22,0.477,0.45,0.467,0.704,0.847,0.847
"2022-12-14 13:00:00",13.16,0,87.7,67.38,-0.397,30.85,0.477,0.45,0.467,0.714,0.844,0.844
"2022-12-14 12:00:00",13.16,0,92.2,68.28,-0.397,29.16,0.477,0.45,0.468,0.718,0.85,0.85
"2022-12-14 11:00:00",13.16,0,89.3,69.55,-0.397,29.1,0.477,0.45,0.468,0.722,0.857,0.857
"2022-12-14 10:00:00",13.16,0,89.1,69.7,-0.333,27.82,0.477,0.45,0.468,0.724,0.859,0.859
"2022-12-14 09:00:00",13.16,0,91.6,69.8,-0.279,26.16,0.477,0.45,0.468,0.722,0.86,0.86
"2022-12-14 08:00:00",13.16,0,92.9,70.67,-0.145,24.28,0.477,0.45,0.468,0.723,0.862,0.862
"2022-12-14 07:00:00",13.16,0,92.5,70.9,-0.279,22.84,0.477,0.45,0.468,0.721,0.862,0.862
"2022-12-14 06:00:00",13.16,0,93.6,71.24,-0.279,22.62,0.477,0.45,0.468,0.723,0.86,0.86
"2022-12-14 05:00:00",13.16,0,90.1,70.81,-0.271,23.92,0.477,0.45,0.468,0.724,0.859,0.859
"2022-12-14 04:00:00",13.16,0,88.6,70.99,-0.336,24.61,0.478,0.45,0.468,0.724,0.859,0.859
"2022-12-14 03:00:00",13.16,0,86.8,71.2,-0.34,24.04,0.478,0.45,0.468,0.724,0.859,0.859
"2022-12-14 02:00:00",13.16,0,85.6,71.49,-0.276,23.47,0.478,0.45,0.468,0.724,0.859,0.859
"2022-12-14 01:00:00",13.16,0,88.3,71.37,-0.273,23.43,0.478,0.45,0.468,0.724,0.859,0.859
"2022-12-14 00:00:00",13.16,0,82.4,71.3,-0.34,24.83,0.478,0.45,0.469,0.724,0.86,0.86
"2022-12-13 23:00:00",13.16,0,85.4,71.58,-0.278,24.28,0.478,0.45,0.469,0.725,0.861,0.861
"2022-12-13 22:00:00",13.16,0,82.9,71.71,-0.279,23.25,0.478,0.45,0.469,0.724,0.861,0.861
"2022-12-13 21:00:00",13.16,0,87.5,71.51,-0.279,23.16,0.478,0.451,0.469,0.726,0.861,0.861
"2022-12-13 20:00:00",13.16,0,87.9,71.57,-0.279,23.03,0.478,0.451,0.469,0.726,0.861,0.861
"2022-12-13 19:00:00",13.16,0,94.8,72.04,-0.279,20.96,0.478,0.451,0.469,0.726,0.861,0.861
"2022-12-13 18:00:00",13.16,0,88.9,71.41,-0.339,23.37,0.478,0.451,0.469,0.724,0.859,0.859
"2022-12-13 17:00:00",13.16,0,87,72.04,-0.268,24.46,0.478,0.451,0.469,0.724,0.859,0.859
"2022-12-13 16:00:00",13.16,0,95.1,71.63,-0.263,24.34,0.478,0.451,0.469,0.719,0.862,0.862
"2022-12-13 15:00:00",13.16,0,84.1,71.19,-0.129,29.47,0.478,0.451,0.469,0.715,0.86,0.86
"2022-12-13 14:00:00",13.16,0,84.3,70.76,-0.263,30.65,0.478,0.451,0.469,0.714,0.858,0.858
"2022-12-13 13:00:00",13.16,0,85.2,71.39,-0.263,32.28,0.478,0.451,0.469,0.715,0.859,0.859
"2022-12-13 12:00:00",13.16,0,79.83,72.33,-0.162,31.13,0.478,0.451,0.469,0.719,0.864,0.864
"2022-12-13 11:00:00",13.16,0,76.77,72.51,-0.132,28.56,0.478,0.451,0.469,0.724,0.864,0.864
"2022-12-13 10:00:00",13.16,0,81.7,73.14,-0.072,26.15,0.478,0.451,0.47,0.724,0.861,0.861
"2022-12-13 09:00:00",13.16,0,85.1,73.68,-0.044,24.41,0.478,0.451,0.47,0.73,0.874,0.874
"2022-12-13 08:00:00",13.16,0,85.8,73.92,-0.011,20.12,0.478,0.451,0.47,0.73,0.875,0.875
"2022-12-13 07:00:00",13.16,0,84.7,74.02,-0.078,21.02,0.478,0.451,0.47,0.728,0.873,0.873
"2022-12-13 06:00:00",13.16,0,87.6,74.12,-0.011,20.65,0.479,0.451,0.47,0.733,0.877,0.877
